text,text_english,likes,comments,shares,engagement_label,url
"✨ Revitalize Your Youthful Glow with Medicube PDRN Pink Collagen capsule cream✨

සම වයසට යාම පාලනය කර (Anti-aging), සමට නව පණක් ලබා දෙන කොරියානු රූපලාවන්‍ය රහස! 🩷🤍
මෙම PDRN Pink Collagen Capsule Cream එක ඔබේ සමේ සැබෑ වෙනසක් ඇති කරන්නේ මෙලෙසයි:
💎 PDRN & Collagen Capsules: මෙහි ඇති සුවිශේෂී රෝස පැහැති කැප්සියුල මඟින් සමේ සෛල අලුත්වැඩියා කරන අතර (Cell regeneration) සමේ ඇදෙන සුළු බව (Elasticity) උපරිම කරයි.
💎 Salmon DNA Power: සමේ ස්වාභාවික ආරක්ෂිත ස්ථරය ශක්තිමත් කර, රැළි සහ සියුම් ඉරි (Fine lines) අවම කිරීමට උදව් වේ.
💎 Ultimate Firming & Plumping: සම එල්ලා වැටීම පාලනය කර, වඩාත් තරුණ, පිරිපුන් සහ නිරෝගී පෙනුමක් ලබා දෙයි.
💎 Elegant Pink Glow: සමට ඇලෙන සුළු බවකින් තොරව (Non-sticky) ඉතාම මෘදු සහ 'Pinkish' දිදුලන නිමාවක් ලබා දෙයි.
✨ ඇයි මෙය සුවිශේෂී වන්නේ? ✨
සායනිකව පරීක්ෂා කර ඇති PDRN තාක්ෂණය මඟින් ඔබේ සමේ අභ්‍යන්තර ස්ථර දක්වාම පෝෂණය ලබා දී සමේ පැහැය සහ වයනය එකවර වැඩි දියුණු කරයි.

How to Use:
ඔබේ දෛනික Skincare routine එකේ අවසාන පියවර ලෙස, මෙම ක්‍රීම් එකෙන් ස්වල්පයක් ගෙන එහි ඇති කැප්සියුල සමට දියවන තෙක් මෘදු ලෙස (Circular motion) සම්බාහනය කරන්න. 💆‍♀️✨
✅ 100% Original Korean Product
✅ High-Performance Anti-Aging Solution

Price- 6800/=

🛍️ අදම ඔබේ ඇණවුම වෙන්කරවා ගන්න:
📩 Direct Message (DM) / WhatsApp: 076 629 4351
#KBeautySL# #glassskinroutine #luxurycosmetics #srilanka #ordernow #kbeauty #import","✨ Revitalize Your Youthful Glow with Medicube PDRN Pink Collagen capsule cream✨

Korean beauty secret that controls skin aging (Anti-aging) and gives new life to the skin!🩷🤍
This PDRN Pink Collagen Capsule Cream will make a real difference in your skin like this:
💎 PDRN & Collagen Capsules: The unique pink capsules here repair skin cells and maximize skin elasticity.
💎 Salmon DNA Power: Strengthens the skin's natural protective layer and helps reduce wrinkles and fine lines.
💎 Ultimate Firming & Plumping: Controls sagging skin, giving it a more youthful, plump and healthy appearance.
💎 Elegant Pink Glow: Gives a very soft and 'Pinkish' glowing finish without being sticky (Non-sticky) to the skin.
✨ Why is this special?✨
Clinically tested PDRN technology delivers nourishment to the inner layers of your skin, improving skin tone and texture at the same time.

How to Use:
As the last step of your daily skincare routine, take a small amount of this cream and gently massage (circular motion) until the capsules dissolve into the skin.💆‍♀️✨
✅ 100% Original Korean Product
✅ High-Performance Anti-Aging Solution

Price- 6800/=

🛍️ Book your order today:
📩 Direct Message (DM) / WhatsApp: 076 629 4351
#KBeautySL# #glassskinroutine #luxurycosmetics #srilanka #ordernow #kbeauty #import",6.0,6.0,10.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0sWEdV8SRfzr1aqTxECXVg7BcGcyyUpi4Xx5EgRaM2QeCDUSRTa8SHZ21APqhw2Nzl&id=61576421783955
"✨ Experience the Ultimate Glow with Medicube Collagen Jelly Cream ✨

ඔබේ සමට සැබෑ ""Transparent Glow"" එකක් සහ පිරුණු පෙනුමක් (Plump look) ලබාගන්න අවශ්‍යද? එහෙනම් මේ Collagen Jelly Cream එක ඔබේ සමේ සමීපතම මිතුරා කරගන්න! 🌸✨
මෙම සුවිශේෂී සත්කාරය මඟින් ඔබේ සමට ලැබෙන ප්‍රතිලාභ 3ක් මෙන්න:
💎 Freeze-Dried Collagen: මෙහි අඩංගු උසස් තත්ත්වයේ කොලජන් මඟින් සමේ ඇදෙන සුළු බව (Elasticity) ක්ෂණිකව වැඩි දියුණු කරයි.
💎 24-Hour Jelly Glow: දවස පුරාම සමෙහි තෙතමනය රඳවා තබා ගන්නා අතර, වීදුරුවක් මෙන් දිදුලන 'Glass Skin' නිමාවක් ලබා දෙයි.
💎 Non-Sticky Finish: සැහැල්ලු ජෙලි (Jelly) ස්වභාවයක් ඇති බැවින් සමට ඉක්මනින් අවශෝෂණය වේ. ඇලෙන සුළු බවකින් තොරව (Non-sticky) සම මෘදු කරයි.
✨ ඇයි Medicube Collagen Jelly Cream තෝරාගත යුත්තේ? ✨
සායනිකව ඔප්පු කරන ලද (Clinically Proven) ප්‍රතිඵල සහිත මෙම සත්කාරය මඟින් දින කිහිපයක් ඇතුළත ඔබේ සමෙහි සජීවී බව සහ දීප්තිය වැඩි කරන බව තහවුරු කර ඇත.
How to Use:
සීරම් එකට පසුව, සුදුසු ප්‍රමාණයක් ගෙන මුහුණේ සහ බෙල්ලේ මෘදු ලෙස ආලේප කරන්න. විශේෂයෙන් රාත්‍රී නින්දට පෙර භාවිතා කිරීමෙන් පසුදා උදෑසන පිරිපුන් දීප්තිමත් සමක් ලබාගත හැකියි. 💆‍♀️🌙
✅ 100% Authentic Korean Import
✅ විද්‍යාත්මකව තහවුරු කළ ප්‍රතිඵල

Price- 6800/=

🛍️ ඔබේ ඇණවුම අදම වෙන්කරවා ගන්න:
What-app - 076 629 4351
#kbeauty #glassskinroutine #KBeautySL #luxurycosmetics #srilanka #ordernow #glassskin #import #KBeautySL","✨ Experience the Ultimate Glow with Medicube Collagen Jelly Cream ✨

Want to get a real ""Transparent Glow"" and plump look to your skin?Then make this Collagen Jelly Cream your skin's closest friend!🌸✨
Here are 3 benefits of this unique treatment for your skin:
💎 Freeze-Dried Collagen: The high-quality collagen contained here instantly improves skin elasticity.
💎 24-Hour Jelly Glow: Locks in skin's moisture throughout the day, giving it a 'Glass Skin' finish that glows like glass.
💎 Non-Sticky Finish: It has a light jelly nature so it gets absorbed into the skin quickly.Softens the skin without being sticky (Non-sticky).
✨ Why choose Medicube Collagen Jelly Cream?✨
With clinically proven results, this treatment is confirmed to increase the vibrancy and radiance of your skin within days.
How to Use:
After the serum, take an appropriate amount and apply gently on the face and neck.Especially if you use it before going to bed at night, you can get a full and bright skin the next morning.💆‍♀️🌙
✅ 100% Authentic Korean Import
✅ Scientifically proven results

Price- 6800/=

🛍️ Book your order today:
What-app - 076 629 4351
#kbeauty #glassskinroutine #KBeautySL #luxurycosmetics #srilanka #ordernow #glassskin #import #KBeautySL",6.0,3.0,9.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0ePuzxvLNXVoeA1zTSYQG33fuzADXyWXQEqNmHGv6hS3tRJkXnEfpvR2mpRK4Bm9Xl&id=61576421783955
"✨ Illuminate Your Skin with Medicube Deep Vita C Capsule Cream ✨

ඔබේ සම අඳුරු පෙනුමකින් යුක්තද? එහෙනම්, පිරිසිදු විටමින් C වල සැබෑ බලය අත්විඳින්න! 🍋✨
මෙම සුවිශේෂී Deep Vita C Capsule Cream එක මඟින් ඔබේ සමට ලැබෙන ප්‍රධාන වාසි 3ක් මෙන්න:
💎 විටමින් C කැප්සියුල තාක්ෂණය: මෙහි අඩංගු කුඩා විටමින් C කැප්සියුල සමට ගැඹුරින් අවශෝෂණය වී සමේ අඳුරු බව (Dullness) වහාම දුරු කරයි.
💎 Radiant Glass Skin: සමට ස්වාභාවික දීප්තියක් ලබා දෙන අතරම, සමෙහි ඇති කැලැල් සහ අඳුරු ලප මැකීමට උපකාරී වේ.
💎 Deep Hydration: සමෙහි තෙතමනය උපරිමව රඳවා තබා ගන්නා අතර, ඇලෙන සුළු බවකින් තොරව (Non-sticky) මුළු දවස පුරාම සම නැවුම්ව තබයි.
✨ ඇයි Medicube සුවිශේෂී වන්නේ? ✨
සායනිකව පරීක්ෂා කර ඇති බැවින් (Clinically Proven), මෙය ඔබේ සමේ පැහැය ආරක්ෂිතව වැඩි දියුණු කර, වයසට යෑමේ ලක්ෂණ පාලනය කරයි.
How to Use:
පිරිසිදු කරගත් මුහුණේ ස්වල්පයක් ආලේප කර, එහි ඇති විටමින් කැප්සියුල සමට අවශෝෂණය වන තෙක් මෘදු ලෙස සම්බාහනය (Massage) කරන්න. 💆‍♀️
✅ 100% Authentic Korean Import
✅ Limited Stocks Available!

Price- 7000/=

🛍️ ඇණවුම් කිරීමට: 076 629 4351
#KBeautySL #glassskinroutine #KBeautySkincare #luxurycosmetics #srilanka #ordernow","✨ Illuminate Your Skin with Medicube Deep Vita C Capsule Cream ✨

Does your skin look dull?Then, experience the true power of pure vitamin C!🍋✨
Here are 3 main benefits of this exclusive Deep Vita C Capsule Cream for your skin:
💎 Vitamin C capsule technology: The small vitamin C capsules contained here are absorbed deep into the skin and immediately remove the dullness of the skin.
💎 Radiant Glass Skin: Helps fade away blemishes and dark spots while giving the skin a natural glow.
💎 Deep Hydration: Retains the moisture of the skin to the maximum, and keeps the skin fresh throughout the day without being sticky (Non-sticky).
✨ Why is Medicube unique?✨
Clinically proven, it safely improves your skin tone and controls the signs of aging.
How to Use:
Apply a small amount on the cleansed face and gently massage until the vitamin capsules are absorbed into the skin.💆‍♀️
✅ 100% Authentic Korean Import
✅ Limited Stocks Available!

Price- 7000/=

🛍️ To order: 076 629 4351
#KBeautySL #glassskinroutine #KBeautySkincare #luxurycosmetics #srilanka #ordernow",9.0,4.0,8.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0wozuxdWzrdV6jMoDcvF26e7VX8UBsFSxqsv8TE89MK9K4mb9nFjw3PGz3EuUCiRGl&id=61576421783955
"✨ Say Goodbye to Dark Spots with Medicube TXA 15% ✨

සමෙහි ඇති අඳුරු ලප සහ කුරුලෑ කැළැල් (Dark Spots & Post-Acne Marks) නිසා ඔබ තවමත් කණස්සල්ලෙන්ද? 
එහෙනම් මේ සුවිශේෂී සීරම් එක ඔබේ Skincare එකතුවට අනිවාර්යයෙන්ම ඇතුළත් කරගන්න.
ඇයි Medicube TXA Niacinamide 15% Serum එක මෙතරම් විශේෂ?
💎 High Potency Formula: මෙහි අඩංගු 15% Niacinamide සහ TXA (Tranexamic Acid) සංයෝගය මඟින් ඉතා ඉක්මනින් සමේ පැහැය ඒකාකාරී කරයි.
💎 Brightens Instantly: සමෙහි අඳුරු බව දුරු කර, ස්වාභාවික දීප්තියක් (Radiant Glow) ලබා දෙයි.
💎 Clinically Proven: සායනිකව පරීක්ෂා කර ඇති බැවින්, සංවේදී සමකට වුවද ආරක්ෂිතව භාවිතා කළ හැකියි.
💎 Non-Greasy Feel: සමට ඉක්මනින් අවශෝෂණය වන අතර, ඇලෙන සුළු බවකින් තොරව මෘදු නිමාවක් ලබා දෙයි.
✨ ""විශ්වාසවන්ත කොරියානු තාක්ෂණයෙන් නිපදවූ මෙම සීරම් එක මඟින් ඔබේ සමේ සැබෑ වෙනස අත්විඳින්න."" ✨
How to Use:
මුහුණ පිරිසිදු කර ගැනීමෙන් පසු, සීරම් බිංදු කිහිපයක් ගෙන මුහුණේ සහ බෙල්ලේ මෘදු ලෙස ආලේප කරන්න. (හිරු එළියට යාමට පෙර Sunscreen භාවිතා කිරීමට අමතක කරන්න එපා! ☀️)
✅ 100% Authentic K-Beauty Product
✅ Limited Stocks Available!

Price-6500/=

🛍️ වැඩි විස්තර සහ ඇණවුම් සඳහා අදම අපට පණිවිඩයක් (DM) එවන්න.
📲 WhatsApp: 076 629 4351","✨ Say Goodbye to Dark Spots with Medicube TXA 15% ✨

Are you still worried about Dark Spots & Post-Acne Marks?
Then definitely include this unique serum in your skincare collection.
Why is Medicube TXA Niacinamide 15% Serum so special?
💎 High Potency Formula: The combination of 15% Niacinamide and TXA (Tranexamic Acid) contained here makes the skin tone uniform very quickly.
💎 Brightens Instantly: Removes the dullness of the skin and gives a natural radiance (Radiant Glow).
💎 Clinically Proven: As it has been clinically tested, it can be used safely even for sensitive skin.
💎 Non-Greasy Feel: Absorbs quickly into the skin, giving a soft finish without stickiness.
✨ ""Experience the real difference in your skin with this serum made with trusted Korean technology.""✨
How to Use:
After cleansing the face, take a few drops of the serum and apply it gently on the face and neck.(Don't forget to use sunscreen before going out in the sun! ☀️)
✅ 100% Authentic K-Beauty Product
✅ Limited Stocks Available!

Price-6500/=

🛍️ Send us a message (DM) today for more details and orders.
📲 WhatsApp: 076 629 4351",10.0,5.0,6.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0n9yCwMEiBE6EiVZ8wdG2YhekHEMqLkacmoDsaejoeVjZV3o6UCoMuFL7mu1gKgdTl&id=61576421783955
"🌟 ඔබ සොයන සමේ සැබෑ වෙනස... දැන් ඔබේ ඇඟිලි තුඩුවලට!  ශ්‍රී ලංකාවට! 🌟 
�
වසර ගණනාවක විශ්වාසය සහ කොරියානු රූපලාවන්‍ය රහස් දැන් එකම තැනකින්. K-Beauty නිල වශයෙන් අද සිට විවෘතයි! 🌸
�
medicube කියන්නේ නිකම්ම skincare සන්නාමයක් නෙමෙයි. එය සායනිකව පරීක්ෂාවට ලක් කළ, සමට ගැඹුරින් ක්‍රියා කරන විසඳුම් ලබා දෙන K-Beauty ප්‍රමුඛයෙක්. ❤️
�Glass Skin' සිහිනය සැබෑ කරගන්න අවශ්‍ය හොඳම Skincare නිෂ්පාදන දැන්ම අපෙන් ලබාගන්න. 🚀 අපේ වෙළෙඳසැලෙන්, මේ උසස් තත්ත්වයේ Medicube නිෂ්පාදන විශ්වාසවන්තව, දැන්ම ඇණවුම් කළ හැකියි.
�
✅ 100% Original K-Beauty Products.
✅ දිවයින පුරා බෙදාහැරීම.

Whatapp - 076 629 4351
Massager 
#KBeautySkincare #glassskinroutine #luxurycosmetics #KBeautySL #srilanka #glassskin #import #waitisover #ordernow","🌟 The real skin change you've been looking for... now at your fingertips!To Sri Lanka!🌟
�
Years of trust and Korean beauty secrets now in one place.K-Beauty is officially open starting today!🌸
�
medicube is not just a skincare brand.It is a K-Beauty leader offering clinically tested, skin-deep solutions.❤️
Get the best skincare products from us now to make your dream of ``Glass Skin'' come true.🚀 From our store, these high quality Medicube products can be ordered now with confidence.
�
✅ 100% Original K-Beauty Products.
✅ Island wide delivery.

Whatapp – 076 629 4351
Massager
#KBeautySkincare #glassskinroutine #luxurycosmetics #KBeautySL #srilanka #glassskin #import #waitisover #ordernow",6.0,5.0,15.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0n6apdqCbZBtF3r5j2czfRcUmotPUnqTgVMvJpC5ah9zTirZ2mQTdEeqvVpYHyGyNl&id=61576421783955
"The countdown has begun. ✨

ඔබ බල සිටි ඒ ""Glass Skin"" සිහිනය සැබෑ වීමට තවත් ඇත්තේ නොබෝ දිනයි. අසමසම දීප්තියක් සහ පිරිසිදු සමක් සඳහා වූ ඔබේ ගමන අප සමඟින් අරඹන්න.🕊️

Stay tuned. Pure, Radiant beauty is on its way. 🤍

#glassskinroutine #KBeautySL #koreanskincare #srilanka #coomingsoon #kbeauty #luxurycosmetics","The countdown has begun.✨

The ""Glass Skin"" dream you've been looking at is only a few days away.Start your journey to an unmatched glow and clean skin with us.🕊️

Stay tuned.Pure, Radiant beauty is on its way.🤍

#glassskinroutine #KBeautySL #koreanskincare #srilanka #coomingsoon #kbeauty #luxurycosmetics",2.0,0.0,2.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid01NQZVfE74joWHRUHUsfVe61zK6qfngk29k4gyzLAvZh8tUbJWQ8EpaUa4kQ6szY6l&id=61576421783955
"ඕඩර්ස් 15ක් අද.
හොද ගණන් ඉතිං
කමක් නෑ ඔයාලා ලස්සන වෙනවනේ.ලස්සන වීඩියෝ එකක් දාන්නම්😍😍
හැමෝටම ස්තුතියි","15 orders today.
That's a good number
It doesn't matter, you are looking beautiful. I will post a beautiful video😍😍
Thanks everyone",10.0,10.0,1.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02PaKasjZDjhTPzcWFhArDcUSmrAUjgxVU6uJPKPqX2by1JnAtMrSRSNw2STkhKrR5l&id=61588469053416
"සති අන්තයේ ඔයාලා ලබාදුන්න සියලුම ඇණවුම් සුදානම් කරමින් ඉන්නේ. 
Youngshot 
Anti hairloss shampoo 
හෙට ලැබෙයි හැමෝටම. ගොඩක් ස්තුතියි","All orders placed by you over the weekend are being prepared.
Youngshot
Anti hair loss shampoo
Everyone will get it tomorrow.Thank you very much",2.0,0.0,1.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02Z6niNbSrHz9L6DuCjTuy9moTxhoPkKq7UsjKJED2uL2yWW7ZHvoPMLQmJMfzzmil&id=61588469053416
"YOUNGSHOT Milky Essence ✨

ඔබගේ සමට fresh, clean & healthy look එකක් ලබා දෙන හොඳම Korean Product එකක්🇰🇷

🌿 Centella Asiatica 70%
✔️ පිරිමි සමට ඇති irritation, redness අඩු කරයි
✔️ shave කරන පස්සේ සම සන්සුන් කරයි
✔️ තෙතමනය ගොඩක් වෙලා තබා ගනී
✔️ dull skin එකක් bright කරයි

🔥 10X deep care formula එකෙන්
ඔබගේ මුහුණට natural glow එකක්!

💼 Daily use කරන්න perfect 

📦 Original Korea Product
📞 Order කරන්න: 010-2560-3009","YOUNGSHOT Milky Essence ✨

One of the best Korean products that gives your skin a fresh, clean & healthy look🇰🇷

🌿 Centella Asiatica 70%
✔️ Reduces irritation and redness of male skin
✔️ Soothes the skin after shaving
✔️ Retains moisture for a long time
✔️ Brightens a dull skin

🔥 From 10X deep care formula
A natural glow for your face!

💼 Perfect for daily use

📦 Original Korean product
📞 Order: 010-2560-3009",55.0,17.0,5.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02rH2gRmTCwhkb2SSggFcZm5evQ78pPzZWSnF82AUb9tabdi9s2qYxjdUuSiGKs5gWl&id=61588469053416
"""The secret you’ve been waiting for is almost here. ✨
Are you ready to embrace the ultimate glass skin glow? We are just a few sunrises away from the big reveal.

The countdown is on. Get ready to glow like never before. 🌸""

#kbeauty #skincarerouting #glassskin #glowup #korean #import #KBeautySL #koreanskincare #srilanka #luxurycosmetics","""The secret you’ve been waiting for is almost here. ✨
Are you ready to embrace the ultimate glass skin glow? We are just a few sunrises away from the big reveal.

The countdown is on. Get ready to glow like never before. 🌸""

#kbeauty #skincarerouting #glassskin #glowup #korean #import #KBeautySL #koreanskincare #srilanka #luxurycosmetics",6.0,0.0,3.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02AWjLMpxddpSHjekxaYU3S2H9NNo1qWqZWGVdQLSgKSE1VsbC9cRVis77TD8AhMxWl&id=61576421783955
"Something glass-skin-tastic is almost here! ✨🌸

Tawa dawas 8i. 
Oyaage skincare routine eka aluth karana, glass skin reveal ekata ready wenna. ⏳🕰️🤍

📌 Keep guessing! What product are we launching?

#Glassskin #KBeautySL#coomingsoon #skincarerouting#8daystogo","Something glass-skin-tastic is almost here! ✨🌸

Tawa dawas 8i.
Oyaage skincare routine eka aluth karana, glass skin reveal ekata ready wenna. ⏳🕰️🤍

📌 Keep guessing! What product are we launching?

#Glassskin #KBeautySL#coomingsoon #skincarerouting#8daystogo",5.0,0.0,3.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02txKtmxgj5sRGzJetz7qXcGBFo9jc25ZX53BQWviB5cGUcW6uHxjSU5eX7P7ccN1gl&id=61576421783955
"""ඔයාගේ Skin එකට ඇත්තටම ඕන වෙන්නේ මොනවද කියලා දැනගන්න සූදානම්ද? 🌸✨

Coming soon to change your skincare game! 🇰🇷
ඔයාලා හැමෝම ආස කරන ඒ Glass Skin හීනය සැබෑ කරගන්න තව ටික දවසයි.

Turn on notifications and stay tuned! 🔔💖""
#koreanskincare #kbeautysl #glassskin #skincarerouting #koreanglassskin #glowup #srilanka #luxurycosmetics","""Ready to know what your skin really needs? 🌸✨

Coming soon to change your skincare game!🇰🇷
It's just a few more days to make that Glass Skin dream that you all love come true.

Turn on notifications and stay tuned!🔔💖""
#koreanskincare #kbeautysl #glassskin #skincarerouting #koreanglassskin #glowup #srilanka #luxurycosmetics",12.0,6.0,9.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid037jyMQH6DeLsEoyCE76ZZnDp5fBCGwEK8TpQ7eUk7kUVutwM8pzhKJfJiFhubkwM4l&id=61576421783955
"ඔබගේ මුහුණට ස්වභාවික දිප්තිමත් පෙනුමක් ලබාදෙන YoungShot Milky Essence 🌿

💧 Centella Asiatica 70% සමඟ
✔️ සම නවීකරණය කරයි
✔️සිදුරු සහිත සම මෘදු කරයි
✔️ වියළි සමට ගැඹුරු තෙතමනයක් ලබාදේ
✔️ දිනපතා භාවිතයට ඉතාම සුදුසුයි

👩‍🦰👨‍🦱 ගෑනු පිරිමි දෙගොල්ලන්ටම භාවිතා කළ හැකි skincare solution එකක්!

🌱 සරලයි – සැහැල්ලුයි – ප්‍රතිඵල ඉක්මනින්!

🇰🇷 Korea quality එකෙන් ඔබට
ඔබගේ සමට හොඳම ආරක්ෂාවක් 💚

📦 අදම Order කරන්න
📞 010-2560-3009

#skincare #kbeauty #unisexskincare #glowingskin #koreaproducts #sinhalaads","YoungShot Milky Essence gives your face a natural glowing look 🌿

💧 With 70% Centella Asiatica
✔️ Rejuvenates the skin
✔️Softens the skin with pores
✔️ Gives deep moisture to dry skin
✔️ Very suitable for daily use

👩‍🦰👨‍🦱 A skincare solution that can be used by both men and women!

🌱 Simple – Lightweight – Results Fast!

🇰🇷 Korea quality for you
Best protection for your skin

📦 Order today
📞 010-2560-3009

#skincare #kbeauty #unisexskincare #glowingskin #koreaproducts #sinhalaads",4.0,1.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02c8KGeictFNHBiWv4QcG1FwamJGpwFiQS6QE3gaGohwUQDVx5LjSUV7pnD3pTvKVql&id=61588469053416
ලංකාවේ ඔයාලා ආදරේ කරන අයට Premium quality තෑග්ගක් යවමුද😍😍,Let's send a premium quality gift to your loved ones in Sri Lanka,5.0,2.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0qmDWPfJtvxc5Q5oJbXtXVkwbA9CYDrZyqhYcYM5EzMrodd95mpZtBvA9RAiBSQdGl&id=61588469053416
"හෙට වීඩියෝ එකෙන් ඔයාලට skincare ගැන මොනවද කියලා දෙන්න ඕන කියලා comment එකක් දාගෙන යමු
Aura K-Beauty","Let's post a comment about what we want to teach you about skincare in tomorrow's video
Aura K-Beauty",2.0,2.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02W4YrdvcoyBdSjYH2G3nzSSiK7wYrYcQkLC5n3CJfkJ8f7e5ABxajqjwMpwh6ADvgl&id=61588469053416
Your Korean beauty destination . 🌸🇰🇷,Your Korean beauty destination . 🌸🇰🇷,18.0,8.0,18.0,high,https://www.facebook.com/permalink.php?story_fbid=122094480110880726&id=61576421783955&substory_index=1257840446413474
"Happy New Year 🧿🪬🦋

✨🌸✨ GLITZ BEAUTY ✨🌸✨","Happy New Year 🧿🪬🦋

✨🌸✨ GLITZ BEAUTY ✨🌸✨",6.0,2.0,0.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid02VbnyrGi2X6uSLgHqzTtkVaypYC8e8DczQzPiniJy6iuAGtg1yKzqVxchokdyCneml&id=61583800496622
"Girls ලට වගේම Boys  ලටත් මේ Face Sheet Mask   Use කරන්න පුළුවන් ...😃😃😃

ඔයාගේ එයාටත් ලස්සන වෙන්න Gift එකක් විදියට දෙන්න දැන් ම අපට කතා කරන්න. 

COLLAGEN 🐚

ALOE 🟢

SNAIL🐌

AVOCADO🥑

POMEGRANATE 🍑

ඔයාලට original face sheet mask කැමති වර්ගයකින් කැමති විදියට  Order එකක් දාගන්න අදම GLITZ BEAUTY  අපේ whatsapp number එකට massage එකක් දාන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #anniversarygift #birthdaygift #giftideas #gifts #collagen","Girls and boys can use this face sheet mask...😃😃😃

Call us now to make your husband beautiful as a gift.

COLLAGEN 🐚

ALOE 🟢

SNAIL🐌

AVOCADO🥑

POMEGRANATE 🍑

To place an order in the type of original face sheet mask you like, send a massage to our GLITZ BEAUTY whatsapp number today.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #anniversarygift #birthdaygift #giftideas #gifts #collagen",16.0,44.0,30.0,high,https://www.facebook.com/reel/1507017883925067/
